73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0,73,37,0
25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0,25,79,0
88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0,88,15,0
27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0,27,8,0
94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0,94,48,0
83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0,83,97,0
49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0,49,79,0
41,42,0,41,42,0,41,42,0,41,42,0,41,42,0,41,42,0,41,42,0,41,42,0,41,42,0,41,42,0,41,42,0,41,42,0,41,42,0,41,42,0,41,42,0,41,42,0,38.4614828219,46.3034386183,0,41.3868976284,49.0314320586,0,37.2231928546,54.4176602007,0,41.6723010943,49.5930596863,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0,37.3257538321,54.5025432304,0
22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0,22,57,0
21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0
